日期,时间,小区编号,upload,download
2018/3/10,19,186,0.007551727,0.016496964
2018/3/10,20,186,0.01327981,0.046839848
2018/3/10,21,186,0.027404613,0.231999197
2018/3/10,22,186,0.029104824,0.478503113
2018/3/10,23,186,0.032301207,0.564365444
2018/3/11,0,186,0.021562366,0.541626816
2018/3/11,1,186,0.017326298,0.736118755
2018/3/11,2,186,0.002625866,0.082144842
2018/3/11,3,186,0.002136755,0.028576641
2018/3/11,4,186,0.003960667,0.001695099
2018/3/11,5,186,0.000961142,0.001932859
2018/3/11,6,186,0.003082113,0.007741566
2018/3/11,7,186,0.005889692,0.020457191
2018/3/11,8,186,0.00985487,0.070103245
2018/3/11,9,186,0.009615021,0.15334837
2018/3/11,10,186,0.011343508,0.218631277
2018/3/11,11,186,0.008577824,0.141366272
2018/3/11,12,186,0.016893225,0.126435003
2018/3/11,13,186,0.022599173,0.171405439
2018/3/11,14,186,0.023611631,0.359411755
2018/3/11,15,186,0.031735468,0.268109722
2018/3/11,16,186,0.021222582,0.057229471
2018/3/11,17,186,0.01476634,0.189182882
2018/3/11,18,186,0.011321049,0.098049688
2018/3/11,19,186,0.015899658,0.232140665
2018/3/11,20,186,0.053997078,0.440697451
2018/3/11,21,186,0.057090549,0.371465559
2018/3/11,22,186,0.147057762,0.674718723
2018/3/11,23,186,0.042197332,0.507062416
2018/3/12,0,186,0.017269459,0.336666765
2018/3/12,1,186,0.008282709,0.096053944
2018/3/12,2,186,0.002031612,0.00707386
2018/3/12,3,186,0.000911083,0.005472765
2018/3/12,4,186,0.000659981,0.001028233
2018/3/12,5,186,0.002156973,0.009047842
2018/3/12,6,186,0.004735613,0.035889206
2018/3/12,7,186,0.007532673,0.072012215
2018/3/12,8,186,0.006684227,0.05395566
2018/3/12,9,186,0.006083326,0.032688541
2018/3/12,10,186,0.018041811,0.166663923
2018/3/12,11,186,0.014787979,0.320714149
2018/3/12,12,186,0.011447821,0.254664841
2018/3/12,13,186,0.010772705,0.175235624
2018/3/12,14,186,0.031110249,0.119438982
2018/3/12,15,186,0.018378515,0.265127754
2018/3/12,16,186,0.013119001,0.258584595
2018/3/12,17,186,0.047570305,0.386507502
2018/3/12,18,186,0.019023085,0.208569708
2018/3/12,19,186,0.03051363,0.353419352
2018/3/12,20,186,0.159267025,0.53886034
2018/3/12,21,186,0.240052404,0.439035683
2018/3/12,22,186,0.090154104,0.210536318
2018/3/12,23,186,0.009784145,0.243589411
2018/3/13,0,186,0.01969245,0.375380268
2018/3/13,1,186,0.01276226,0.465299559
2018/3/13,2,186,0.001518784,0.044089289
2018/3/13,3,186,0.001567526,0.029158907
2018/3/13,4,186,0.002386885,0.032797499
2018/3/13,5,186,0.003469696,0.138563929
2018/3/13,6,186,0.003042736,0.034405651
2018/3/13,7,186,0.008249683,0.048129654
2018/3/13,8,186,0.00509943,0.100491514
2018/3/13,9,186,0.004947624,0.119438791
2018/3/13,10,186,0.004223251,0.037974234
2018/3/13,11,186,0.005079231,0.11768486
2018/3/13,12,186,0.047858191,0.041388235
2018/3/13,13,186,0.006791592,0.029778175
2018/3/13,14,186,0.010678129,0.042890835
2018/3/13,15,186,0.011065731,0.184361992
2018/3/13,16,186,0.013464966,0.251610718
2018/3/13,17,186,0.008659945,0.151641836
2018/3/13,18,186,0.011172581,0.062374115
2018/3/13,19,186,0.057726288,0.093385744
2018/3/13,20,186,0.008933039,0.076494608
2018/3/13,21,186,0.060610065,0.118621359
2018/3/13,22,186,0.051373425,0.626546326
2018/3/13,23,186,0.021381741,0.350350552
2018/3/14,0,186,0.014896488,0.364616299
2018/3/14,1,186,0.001387777,0.054104328
2018/3/14,2,186,0.000809793,0.001496868
2018/3/14,3,186,0.001053419,0.001660242
2018/3/14,4,186,0.002069502,0.043447151
2018/3/14,5,186,0.00174119,0.014635849
2018/3/14,6,186,0.003487883,0.010550308
2018/3/14,7,186,0.005898104,0.045217152
2018/3/14,8,186,0.006057138,0.036479378
2018/3/14,9,186,0.002856255,0.018106546
2018/3/14,10,186,0.001848164,0.005870733
2018/3/14,11,186,0.010142212,0.016786156
2018/3/14,12,186,0.004129858,0.03121377
2018/3/14,13,186,0.02118371,0.117092857
2018/3/14,14,186,0.054316645,0.129262037
2018/3/14,15,186,0.008297691,0.046177254
2018/3/14,16,186,0.01598856,0.110261908
2018/3/14,17,186,0.013943672,0.114736862
2018/3/14,18,186,0.012740965,0.044150591
2018/3/14,19,186,0.029849415,0.12262188
2018/3/14,20,186,0.018670435,0.097726755
2018/3/14,21,186,0.066432619,0.185247307
2018/3/14,22,186,0.069570169,0.338970261
2018/3/14,23,186,0.014032907,0.274863167
2018/3/15,0,186,0.065686398,0.176478653
2018/3/15,1,186,0.007242241,0.030025339
2018/3/15,2,186,0.00165247,0.015302258
2018/3/15,3,186,0.001567583,0.002535086
2018/3/15,4,186,0.001619377,0.005443945
2018/3/15,5,186,0.001337814,0.004941006
2018/3/15,6,186,0.009241781,0.277262192
2018/3/15,7,186,0.006453352,0.053606396
2018/3/15,8,186,0.004357643,0.034408226
2018/3/15,9,186,0.008363523,0.023177214
2018/3/15,10,186,0.012135582,0.030828972
2018/3/15,11,186,0.030426826,0.056155977
2018/3/15,12,186,0.026651888,0.038915281
2018/3/15,13,186,0.002159462,0.02277441
2018/3/15,14,186,0.002862768,0.020555754
2018/3/15,15,186,0.006773415,0.117779589
2018/3/15,16,186,0.003158655,0.017837505
2018/3/15,17,186,0.007942162,0.379623852
2018/3/15,18,186,0.006655874,0.066120567
2018/3/15,19,186,0.019824457,0.119311047
2018/3/15,20,186,0.046580229,0.097568111
2018/3/15,21,186,0.012577686,0.118676195
2018/3/15,22,186,0.018422375,0.111085901
2018/3/15,23,186,0.018549585,0.301411877
2018/3/16,0,186,0.011470594,0.147137957
2018/3/16,1,186,0.004787197,0.032669334
2018/3/16,2,186,0.004029379,0.153594427
2018/3/16,3,186,0.001762686,0.007143497
2018/3/16,4,186,0.001979494,0.007976103
2018/3/16,5,186,0.001691971,0.003326921
2018/3/16,6,186,0.003515301,0.052604151
2018/3/16,7,186,0.005498714,0.044591398
2018/3/16,8,186,0.003330832,0.016682205
2018/3/16,9,186,0.001476555,0.004710789
2018/3/16,10,186,0.003012352,0.009255533
2018/3/16,11,186,0.002906513,0.009958858
2018/3/16,12,186,0.002889957,0.004477959
2018/3/16,13,186,0.004218082,0.105732994
2018/3/16,14,186,0.007997551,0.031466665
2018/3/16,15,186,0.097613611,0.074825659
2018/3/16,16,186,0.022707977,0.067163305
2018/3/16,17,186,0.010116549,0.043039417
2018/3/16,18,186,0.00503006,0.016523342
2018/3/16,19,186,0.007430344,0.033337755
2018/3/16,20,186,0.013367529,0.232486372
2018/3/16,21,186,0.023915701,0.262052393
2018/3/16,22,186,0.022341003,0.635419302
2018/3/16,23,186,0.006411037,0.035948753
2018/3/17,0,186,0.029096327,0.211140137
2018/3/17,1,186,0.002547207,0.035764074
2018/3/17,2,186,0.001052952,0.003124666
2018/3/17,3,186,0.000824261,0.002959633
2018/3/17,4,186,0.000920553,0.002647877
2018/3/17,5,186,0.000982437,0.002923822
2018/3/17,6,186,0.003494682,0.028700371
2018/3/17,7,186,0.005837679,0.032780275
2018/3/17,8,186,0.00859973,0.232412529
2018/3/17,9,186,0.017408943,0.068820992
2018/3/17,10,186,0.014484043,0.069404621
2018/3/17,11,186,0.022421074,0.057372866
2018/3/17,12,186,0.00912673,0.063431635
2018/3/17,13,186,0.006720352,0.074074984
2018/3/17,14,186,0.004310741,0.069030027
2018/3/17,15,186,0.005940008,0.029926062
2018/3/17,16,186,0.009693594,0.080670843
2018/3/17,17,186,0.007712746,0.067111483
2018/3/17,18,186,0.014976244,0.0789007
2018/3/17,19,186,0.02023304,0.09626421
2018/3/17,20,186,0.038110733,0.072171707
2018/3/17,21,186,0.033354149,0.240412674
2018/3/17,22,186,0.038636379,0.298186007
2018/3/17,23,186,0.025314121,0.663499022
2018/3/18,0,186,0.010295029,0.268720398
2018/3/18,1,186,0.001370211,0.003623543
2018/3/18,2,186,0.000963631,0.001296139
2018/3/18,3,186,0.001295004,0.025453615
2018/3/18,4,186,0.000842371,0.00227788
2018/3/18,5,186,0.002600603,0.022510061
2018/3/18,6,186,0.002316418,0.016132383
2018/3/18,7,186,0.006138668,0.038495979
2018/3/18,8,186,0.007857876,0.052074232
2018/3/18,9,186,0.032010794,0.231375771
2018/3/18,10,186,0.013885441,0.044172525
2018/3/18,11,186,0.007040882,0.02559207
2018/3/18,12,186,0.0043501,0.033238602
2018/3/18,13,186,0.024750271,0.036976814
2018/3/18,14,186,0.029970942,0.124611712
2018/3/18,15,186,0.009664145,0.18471405
2018/3/18,16,186,0.011195583,0.089694099
2018/3/18,17,186,0.050912933,0.131921101
2018/3/18,18,186,0.030987692,0.419900541
2018/3/18,19,186,0.024179077,0.210791521
2018/3/18,20,186,0.011235476,0.06160862
2018/3/18,21,186,0.023860893,0.288312263
2018/3/18,22,186,0.054000463,0.951545572
2018/3/18,23,186,0.06264863,0.969923677
2018/3/19,0,186,0.017524405,0.616425991
2018/3/19,1,186,0.00663578,0.025595932
2018/3/19,2,186,0.008942728,0.050052099
2018/3/19,3,186,0.002763834,0.004545774
2018/3/19,4,186,0.00247283,0.004818897
2018/3/19,5,186,0.002279825,0.004770536
2018/3/19,6,186,0.007489166,0.066206293
2018/3/19,7,186,0.026801958,0.054273424
2018/3/19,8,186,0.004168949,0.014365168
2018/3/19,9,186,0.007615042,0.044186783
2018/3/19,10,186,0.034431925,0.058953514
2018/3/19,11,186,0.011024885,0.047265778
2018/3/19,12,186,0.002355661,0.017325811
2018/3/19,13,186,0.006381083,0.020007963
2018/3/19,14,186,0.013582993,0.079281998
2018/3/19,15,186,0.020564871,0.0866994
2018/3/19,16,186,0.003950624,0.032617283
2018/3/19,17,186,0.008421822,0.057881927
2018/3/19,18,186,0.013172865,0.152722244
2018/3/19,19,186,0.022937679,0.18143631
2018/3/19,20,186,0.018467131,0.16053525
2018/3/19,21,186,0.035041361,0.804614334
2018/3/19,22,186,0.092945242,0.501546679
2018/3/19,23,186,0.0161341,0.101519089
2018/3/20,0,186,0.013091345,0.10656518
2018/3/20,1,186,0.004357929,0.044006891
2018/3/20,2,186,0.001506252,0.002718697
2018/3/20,3,186,0.001630535,0.004545813
2018/3/20,4,186,0.00184062,0.004093046
2018/3/20,5,186,0.00239336,0.032252598
2018/3/20,6,186,0.00480628,0.083794241
2018/3/20,7,186,0.028699141,0.145642776
2018/3/20,8,186,0.01029809,0.05052762
2018/3/20,9,186,0.008308859,0.033299198
2018/3/20,10,186,0.00485898,0.014466801
2018/3/20,11,186,0.001461926,0.011778297
2018/3/20,12,186,0.002651663,0.016702805
2018/3/20,13,186,0.014441481,0.038350115
2018/3/20,14,186,0.006480007,0.044409666
2018/3/20,15,186,0.006497231,0.047029324
2018/3/20,16,186,0.005553112,0.038860893
2018/3/20,17,186,0.004727488,0.043269281
2018/3/20,18,186,0.011951618,0.096588087
2018/3/20,19,186,0.009723864,0.043803139
2018/3/20,20,186,0.019020147,0.052907925
2018/3/20,21,186,0.021679201,0.391666842
2018/3/20,22,186,0.143273487,0.753403368
2018/3/20,23,186,0.081615219,0.963630638
2018/3/21,0,186,0.008911047,0.113153372
2018/3/21,1,186,0.002405634,0.029908495
2018/3/21,2,186,0.001651545,0.004733362
2018/3/21,3,186,0.001603212,0.003899879
2018/3/21,4,186,0.001475563,0.002512865
2018/3/21,5,186,0.001879635,0.0041922
2018/3/21,6,186,0.029299097,0.031447926
2018/3/21,7,186,0.097984982,0.112319374
2018/3/21,8,186,0.02227726,0.066060619
2018/3/21,9,186,0.009417391,0.12370204
2018/3/21,10,186,0.00881917,0.142708664
2018/3/21,11,186,0.01162241,0.033470316
2018/3/21,12,186,0.004809303,0.034021168
2018/3/21,13,186,0.005713024,0.019948769
2018/3/21,14,186,0.031697454,0.028340473
2018/3/21,15,186,0.001642075,0.010643358
2018/3/21,16,186,0.006186609,0.096029558
2018/3/21,17,186,0.009054451,0.155197744
2018/3/21,18,186,0.009583244,0.0441961
2018/3/21,19,186,0.017044458,0.063531513
2018/3/21,20,186,0.022170677,0.221158638
2018/3/21,21,186,0.031795683,0.329905901
2018/3/21,22,186,0.026707077,0.442344103
2018/3/21,23,186,0.02423831,0.114937668
2018/3/22,0,186,0.015621033,0.312426634
2018/3/22,1,186,0.008864765,0.31466608
2018/3/22,2,186,0.008943768,0.050123711
2018/3/22,3,186,0.002936993,0.013523846
2018/3/22,4,186,0.003018303,0.013130035
2018/3/22,5,186,0.007198305,0.039268293
2018/3/22,6,186,0.0050634,0.029808331
2018/3/22,7,186,0.008117962,0.053183022
2018/3/22,8,186,0.00695385,0.043874264
2018/3/22,9,186,0.003709688,0.032535467
2018/3/22,10,186,0.015568867,0.041706715
2018/3/22,11,186,0.006773176,0.020232849
2018/3/22,12,186,0.008973961,0.091012259
2018/3/22,13,186,0.00815855,0.066066837
2018/3/22,14,186,0.027990637,0.483529844
2018/3/22,15,186,0.016017351,0.105250521
2018/3/22,16,186,0.021015034,0.131920099
2018/3/22,17,186,0.01832592,0.090273027
2018/3/22,18,186,0.051614847,0.135194817
2018/3/22,19,186,0.018761873,0.221173477
2018/3/22,20,186,0.051935444,0.198455448
2018/3/22,21,186,0.041625729,0.319721794
2018/3/22,22,186,0.070036478,0.453815165
2018/3/22,23,186,0.034780121,0.227141428
2018/3/23,0,186,0.023265133,0.212124949
2018/3/23,1,186,0.009674044,0.057028131
2018/3/23,2,186,0.003249855,0.010017891
2018/3/23,3,186,0.002702475,0.01240633
2018/3/23,4,186,0.003108835,0.01024601
2018/3/23,5,186,0.003919878,0.048129835
2018/3/23,6,186,0.005820246,0.038245392
2018/3/23,7,186,0.011795168,0.047120972
2018/3/23,8,186,0.004696321,0.042322264
2018/3/23,9,186,0.006096497,0.085788193
2018/3/23,10,186,0.002047701,0.009565363
2018/3/23,11,186,0.00353199,0.018013334
2018/3/23,12,186,0.006038437,0.016596575
2018/3/23,13,186,0.003217802,0.030022812
2018/3/23,14,186,0.001202354,0.002414913
2018/3/23,15,186,0.011395035,0.089300127
2018/3/23,16,186,0.00619463,0.056881981
2018/3/23,17,186,0.004389811,0.028729458
2018/3/23,18,186,0.004942465,0.018869638
2018/3/23,19,186,0.03991643,0.104007721
2018/3/23,20,186,0.020219803,0.076668463
2018/3/23,21,186,0.023317175,0.297856712
2018/3/23,22,186,0.018616295,0.202470036
2018/3/23,23,186,0.086731586,0.634185972
2018/3/24,0,186,0.031092176,0.776919222
2018/3/24,1,186,0.004073086,0.043109798
2018/3/24,2,186,0.004313974,0.04493578
2018/3/24,3,186,0.00154953,0.004404716
2018/3/24,4,186,0.001840744,0.005358896
2018/3/24,5,186,0.004388447,0.018353205
2018/3/24,6,186,0.004584055,0.041503038
2018/3/24,7,186,0.009266882,0.132264223
2018/3/24,8,186,0.012979794,0.199981251
2018/3/24,9,186,0.011700306,0.01376812
2018/3/24,10,186,0.030326138,0.058597889
2018/3/24,11,186,0.003674555,0.012180767
2018/3/24,12,186,0.003192625,0.008621559
2018/3/24,13,186,0.002877264,0.022481394
2018/3/24,14,186,0.001804399,0.016109943
2018/3/24,15,186,0.007480135,0.113226986
2018/3/24,16,186,0.00627079,0.054044876
2018/3/24,17,186,0.009299564,0.097989502
2018/3/24,18,186,0.005495176,0.023219242
2018/3/24,19,186,0.006281309,0.03240881
2018/3/24,20,186,0.051878481,0.103331747
2018/3/24,21,186,0.042532654,0.212640648
2018/3/24,22,186,0.14137948,0.367674198
2018/3/24,23,186,0.07492835,0.277831907
2018/3/25,0,186,0.01302021,0.390568485
2018/3/25,1,186,0.004134607,0.140091763
2018/3/25,2,186,0.019216633,0.212961206
2018/3/25,3,186,0.011948338,0.134802532
2018/3/25,4,186,0.008063173,0.11125802
2018/3/25,5,186,0.016645279,0.169439678
2018/3/25,6,186,0.020925674,0.116902494
2018/3/25,7,186,0.018883057,0.111742496
2018/3/25,8,186,0.051432076,0.509498644
2018/3/25,9,186,0.040267773,0.669596491
2018/3/25,10,186,0.015504303,0.11440443
2018/3/25,11,186,0.019624815,0.165277529
2018/3/25,12,186,0.018393497,0.133896284
2018/3/25,13,186,0.019941092,0.084124041
2018/3/25,14,186,0.010316563,0.101212025
2018/3/25,15,186,0.006155291,0.012738056
2018/3/25,16,186,0.004181128,0.022203331
2018/3/25,17,186,0.023000212,0.047080088
2018/3/25,18,186,0.020538464,0.136826334
2018/3/25,19,186,0.029612007,0.171556206
2018/3/25,20,186,0.027591181,0.260982676
2018/3/25,21,186,0.063094873,0.19664958
2018/3/25,22,186,0.038258963,0.581054344
2018/3/25,23,186,0.052038088,0.29214571
2018/3/26,0,186,0.020957937,0.195922823
2018/3/26,1,186,0.006359301,0.118083849
2018/3/26,2,186,0.000606365,0.000945311
2018/3/26,3,186,0.000714598,0.001240025
2018/3/26,4,186,0.000935593,0.003625612
2018/3/26,5,186,0.00212677,0.030060186
2018/3/26,6,186,0.003466587,0.022636223
