Date,Time,Cell_num,Upload,Download,Day,Hour
2018/3/2,11,1874,0.011095855,0.041008925,2,36
2018/3/2,12,1874,0.007113932,0.051512031,2,37
2018/3/2,13,1874,0.040159734,0.179767623,2,38
2018/3/2,14,1874,0.011426369,0.141448059,2,39
2018/3/2,15,1874,0.026278736,0.101875223,2,40
2018/3/2,16,1874,0.012476463,0.162598873,2,41
2018/3/2,17,1874,0.022060866,0.170648743,2,42
2018/3/2,18,1874,0.022456719,0.416032686,2,43
2018/3/2,19,1874,0.019022407,0.144554759,2,44
2018/3/2,20,1874,0.016139385,0.199655357,2,45
2018/3/2,21,1874,0.019195586,0.136145436,2,46
2018/3/2,22,1874,0.004227924,0.029807543,2,47
2018/3/2,23,1874,0.006730274,0.04541395,2,48
2018/3/3,0,1874,0.003623599,0.00935675,3,49
2018/3/3,1,1874,0.001977556,0.00385022,3,50
2018/3/3,2,1874,0.001147442,0.002717687,3,51
2018/3/3,3,1874,0.001441644,0.01801975,3,52
2018/3/3,4,1874,0.000690539,0.001543448,3,53
2018/3/3,5,1874,0.002663828,0.009878808,3,54
2018/3/3,6,1874,0.003883554,0.01888815,3,55
2018/3/3,7,1874,0.028057109,0.109550679,3,56
2018/3/3,8,1874,0.016544009,0.091041736,3,57
2018/3/3,9,1874,0.028811024,0.144261184,3,58
2018/3/3,10,1874,0.012907394,0.113907087,3,59
2018/3/3,11,1874,0.007076746,0.062073032,3,60
2018/3/3,12,1874,0.01747398,0.18353315,3,61
2018/3/3,13,1874,0.025631118,0.111068922,3,62
2018/3/3,14,1874,0.014484919,0.315064167,3,63
2018/3/3,15,1874,0.023587978,0.103854135,3,64
2018/3/3,16,1874,0.036295519,0.282748078,3,65
2018/3/3,17,1874,0.017348031,0.09049188,3,66
2018/3/3,18,1874,0.010754642,0.107996281,3,67
2018/3/3,19,1874,0.020127067,0.300598915,3,68
2018/3/3,20,1874,0.02300881,0.386537616,3,69
2018/3/3,21,1874,0.016418209,0.311437189,3,70
2018/3/3,22,1874,0.012369889,0.043375146,3,71
2018/3/3,23,1874,0.005515592,0.030812706,3,72
2018/3/4,0,1874,0.001361045,0.005027348,4,73
2018/3/4,1,1874,0.001888172,0.005263738,4,74
2018/3/4,2,1874,0.000449805,0.001075027,4,75
2018/3/4,3,1874,0.000711328,0.004059642,4,76
2018/3/4,4,1874,0.000866013,0.00472233,4,77
2018/3/4,5,1874,0.001986497,0.023835384,4,78
2018/3/4,6,1874,0.004208071,0.060956474,4,79
2018/3/4,7,1874,0.008932928,0.084083904,4,80
2018/3/4,8,1874,0.006097564,0.055041703,4,81
2018/3/4,9,1874,0.010874459,0.124639216,4,82
2018/3/4,10,1874,0.010972843,0.067907866,4,83
2018/3/4,11,1874,0.015142258,0.113161351,4,84
2018/3/4,12,1874,0.059255142,0.138096053,4,85
2018/3/4,13,1874,0.016438932,0.051358547,4,86
2018/3/4,14,1874,0.037217769,0.130705368,4,87
2018/3/4,15,1874,0.018739049,0.131188547,4,88
2018/3/4,16,1874,0.025706507,0.160143676,4,89
2018/3/4,17,1874,0.020592255,0.080965111,4,90
2018/3/4,18,1874,0.008613519,0.092034535,4,91
2018/3/4,19,1874,0.028722185,0.200471587,4,92
2018/3/4,20,1874,0.010817417,0.110178799,4,93
2018/3/4,21,1874,0.006848994,0.092550787,4,94
2018/3/4,22,1874,0.004699913,0.055175146,4,95
2018/3/4,23,1874,0.002723046,0.026921395,4,96
2018/3/5,0,1874,0.001007004,0.001584289,5,97
2018/3/5,1,1874,0.000791753,0.00211616,5,98
2018/3/5,2,1874,0.002391314,0.010415901,5,99
2018/3/5,3,1874,0.000528174,0.000751803,5,100
2018/3/5,4,1874,0.001615973,0.002874643,5,101
2018/3/5,5,1874,0.001277986,0.009177573,5,102
2018/3/5,6,1874,0.004497669,0.049827633,5,103
2018/3/5,7,1874,0.009573074,0.100537472,5,104
2018/3/5,8,1874,0.018155018,0.054502286,5,105
2018/3/5,9,1874,0.011997941,0.079631206,5,106
2018/3/5,10,1874,0.017062213,0.097792521,5,107
2018/3/5,11,1874,0.011097208,0.060416862,5,108
2018/3/5,12,1874,0.013932114,0.050400311,5,109
2018/3/5,13,1874,0.013955648,0.057278752,5,110
2018/3/5,14,1874,0.013229754,0.19108152,5,111
2018/3/5,15,1874,0.023928109,0.109955007,5,112
2018/3/5,16,1874,0.020307573,0.144074768,5,113
2018/3/5,17,1874,0.046198122,0.085456903,5,114
2018/3/5,18,1874,0.01158448,0.067018719,5,115
2018/3/5,19,1874,0.010650339,0.070705586,5,116
2018/3/5,20,1874,0.019866233,0.228452353,5,117
2018/3/5,21,1874,0.034431913,0.117618997,5,118
2018/3/5,22,1874,0.009667525,0.082450425,5,119
2018/3/5,23,1874,0.003595116,0.029153701,5,120
2018/3/6,0,1874,0.0009884,0.004139412,6,121
2018/3/6,1,1874,0.000337791,0.000434998,6,122
2018/3/6,2,1874,0.000842934,0.001033453,6,123
2018/3/6,3,1874,0.000906725,0.001438461,6,124
2018/3/6,4,1874,0.002116433,0.030099249,6,125
2018/3/6,5,1874,0.001713454,0.00545991,6,126
2018/3/6,6,1874,0.009087639,0.153576864,6,127
2018/3/6,7,1874,0.006977617,0.054040453,6,128
2018/3/6,8,1874,0.009171451,0.055840284,6,129
2018/3/6,9,1874,0.011262103,0.035483517,6,130
2018/3/6,10,1874,0.021772489,0.072847052,6,131
2018/3/6,11,1874,0.031846802,0.221496516,6,132
2018/3/6,12,1874,0.131622209,0.366058762,6,133
2018/3/6,13,1874,0.021577271,0.253946444,6,134
2018/3/6,14,1874,0.013733358,0.046807055,6,135
2018/3/6,15,1874,0.018749347,0.225402268,6,136
2018/3/6,16,1874,0.016965781,0.150336405,6,137
2018/3/6,17,1874,0.022818132,0.139302357,6,138
2018/3/6,18,1874,0.021218596,0.261588228,6,139
2018/3/6,19,1874,0.019311971,0.246946342,6,140
2018/3/6,20,1874,0.005024981,0.047078193,6,141
2018/3/6,21,1874,0.024726699,0.088974652,6,142
2018/3/6,22,1874,0.003768542,0.013266641,6,143
2018/3/6,23,1874,0.007075587,0.150865928,6,144
2018/3/7,0,1874,0.001277003,0.001847625,7,145
2018/3/7,1,1874,0.002458283,0.010442712,7,146
2018/3/7,2,1874,0.000258653,0.001215468,7,147
2018/3/7,3,1874,0.000655643,0.001870663,7,148
2018/3/7,4,1874,0.000872253,0.005333552,7,149
2018/3/7,5,1874,0.002155359,0.017905607,7,150
2018/3/7,6,1874,0.004057835,0.030161369,7,151
2018/3/7,7,1874,0.011777882,0.175427088,7,152
2018/3/7,8,1874,0.003915459,0.023789753,7,153
2018/3/7,9,1874,0.025917787,0.188626287,7,154
2018/3/7,10,1874,0.018151225,0.079774699,7,155
2018/3/7,11,1874,0.005338464,0.0424007,7,156
2018/3/7,12,1874,0.0082838,0.04592339,7,157
2018/3/7,13,1874,0.047343266,0.130972452,7,158
2018/3/7,14,1874,0.022574645,0.183818468,7,159
2018/3/7,15,1874,0.036416571,0.196011111,7,160
2018/3/7,16,1874,0.02910023,0.10955928,7,161
2018/3/7,17,1874,0.013998442,0.03932468,7,162
2018/3/7,18,1874,0.02314606,0.256226925,7,163
2018/3/7,19,1874,0.047695736,0.255945835,7,164
2018/3/7,20,1874,0.040767452,0.390275046,7,165
2018/3/7,21,1874,0.011005824,0.178051482,7,166
2018/3/7,22,1874,0.006948647,0.151099363,7,167
2018/3/7,23,1874,0.003293661,0.026892842,7,168
2018/3/8,0,1874,0.001871794,0.054649679,8,169
2018/3/8,1,1874,0.000846164,0.003173957,8,170
2018/3/8,2,1874,0.001197676,0.005636668,8,171
2018/3/8,3,1874,0.002081841,0.023838827,8,172
2018/3/8,4,1874,0.0013307,0.006331878,8,173
2018/3/8,5,1874,0.005584854,0.15127418,8,174
2018/3/8,6,1874,0.016199508,0.327342261,8,175
2018/3/8,7,1874,0.029337323,0.314332191,8,176
2018/3/8,8,1874,0.012805949,0.104186445,8,177
2018/3/8,9,1874,0.021699086,0.0648993,8,178
2018/3/8,10,1874,0.012340611,0.038688481,8,179
2018/3/8,11,1874,0.011587706,0.078463038,8,180
2018/3/8,12,1874,0.011488521,0.062438251,8,181
2018/3/8,13,1874,0.011703608,0.077455964,8,182
2018/3/8,14,1874,0.02102354,0.085417813,8,183
2018/3/8,15,1874,0.011475499,0.1165853,8,184
2018/3/8,16,1874,0.016312479,0.114962368,8,185
2018/3/8,17,1874,0.044081294,0.223449352,8,186
2018/3/8,18,1874,0.017101095,0.059250238,8,187
2018/3/8,19,1874,0.022595675,0.316617076,8,188
2018/3/8,20,1874,0.046963394,0.341056842,8,189
2018/3/8,21,1874,0.019841477,0.277766062,8,190
2018/3/8,22,1874,0.007845077,0.193516129,8,191
2018/3/8,23,1874,0.001863176,0.069764897,8,192
2018/3/9,0,1874,0.00132772,0.002709909,9,193
2018/3/9,1,1874,0.000983199,0.012077555,9,194
2018/3/9,2,1874,0.000906529,0.001257704,9,195
2018/3/9,3,1874,0.001114779,0.014540856,9,196
2018/3/9,4,1874,0.000802434,0.001032505,9,197
2018/3/9,5,1874,0.008057785,0.150564757,9,198
2018/3/9,6,1874,0.014753782,0.284097023,9,199
2018/3/9,7,1874,0.017863679,0.636776959,9,200
2018/3/9,8,1874,0.009458703,0.295555525,9,201
2018/3/9,9,1874,0.014947551,0.136302357,9,202
2018/3/9,10,1874,0.017535574,0.698056547,9,203
2018/3/9,11,1874,0.02123601,0.467050005,9,204
2018/3/9,12,1874,0.015187599,0.538625287,9,205
2018/3/9,13,1874,0.022983567,0.468329692,9,206
2018/3/9,14,1874,0.0202587,0.672739757,9,207
2018/3/9,15,1874,0.021647311,0.43697198,9,208
2018/3/9,16,1874,0.015774501,0.444859913,9,209
2018/3/9,17,1874,0.015370532,0.469032653,9,210
2018/3/9,18,1874,0.021570604,0.281585611,9,211
2018/3/9,19,1874,0.011687592,0.128711195,9,212
2018/3/9,20,1874,0.010809162,0.239598391,9,213
2018/3/9,21,1874,0.022529952,0.531883945,9,214
2018/3/9,22,1874,0.010400485,0.195453265,9,215
2018/3/9,23,1874,0.00101257,0.002918996,9,216
2018/3/10,0,1874,0.000984392,0.002146451,10,217
2018/3/10,1,1874,0.002254394,0.057272292,10,218
2018/3/10,2,1874,0.002105651,0.022242665,10,219
2018/3/10,3,1874,0.001202518,0.03892298,10,220
2018/3/10,4,1874,0.006269333,0.096280524,10,221
2018/3/10,5,1874,0.00653641,0.078721785,10,222
2018/3/10,6,1874,0.006741515,0.135736194,10,223
2018/3/10,7,1874,0.008238923,0.033097207,10,224
2018/3/10,8,1874,0.008169051,0.028797235,10,225
2018/3/10,9,1874,0.025496678,0.538940464,10,226
2018/3/10,10,1874,0.019080396,0.077799456,10,227
2018/3/10,11,1874,0.038008497,0.210947528,10,228
2018/3/10,12,1874,0.03066254,0.459869159,10,229
2018/3/10,13,1874,0.028690404,0.076936156,10,230
2018/3/10,14,1874,0.060518825,0.066450329,10,231
2018/3/10,15,1874,0.041988655,0.729550985,10,232
2018/3/10,16,1874,0.026694049,0.719537299,10,233
2018/3/10,17,1874,0.010255189,0.060093447,10,234
2018/3/10,18,1874,0.011247699,0.098307527,10,235
2018/3/10,19,1874,0.015250205,0.253918323,10,236
2018/3/10,20,1874,0.012222668,0.319411502,10,237
2018/3/10,21,1874,0.03288372,0.824003629,10,238
2018/3/10,22,1874,0.022007232,0.388555967,10,239
2018/3/10,23,1874,0.002253977,0.010791796,10,240
2018/3/11,0,1874,0.004390511,0.020017034,11,241
2018/3/11,1,1874,0.003760463,0.041174608,11,242
2018/3/11,2,1874,0.001350906,0.004734827,11,243
2018/3/11,3,1874,0.000631404,0.0009443,11,244
2018/3/11,4,1874,0.000539509,0.000666784,11,245
2018/3/11,5,1874,0.005901889,0.070831108,11,246
2018/3/11,6,1874,0.011485757,0.123038998,11,247
2018/3/11,7,1874,0.01613146,0.209310673,11,248
2018/3/11,8,1874,0.016523436,0.09128125,11,249
2018/3/11,9,1874,0.015137451,0.079178767,11,250
2018/3/11,10,1874,0.037377397,0.812722072,11,251
2018/3/11,11,1874,0.026929183,0.762371179,11,252
2018/3/11,12,1874,0.04447202,0.329954511,11,253
2018/3/11,13,1874,0.066963006,0.216196825,11,254
2018/3/11,14,1874,0.03089465,0.68296128,11,255
2018/3/11,15,1874,0.022042202,0.300131747,11,256
2018/3/11,16,1874,0.012263911,0.100662733,11,257
2018/3/11,17,1874,0.021270691,0.074155087,11,258
2018/3/11,18,1874,0.01431975,0.124529677,11,259
2018/3/11,19,1874,0.099958359,0.165429396,11,260
2018/3/11,20,1874,0.026397869,0.186413366,11,261
2018/3/11,21,1874,0.021143213,0.083059665,11,262
2018/3/11,22,1874,0.020367983,0.091106565,11,263
2018/3/11,23,1874,0.017224745,0.028151658,11,264
2018/3/12,0,1874,0.017951685,0.02277457,12,265
2018/3/12,1,1874,0.019794829,0.022679466,12,266
2018/3/12,2,1874,0.015955166,0.021147669,12,267
2018/3/12,3,1874,0.015439988,0.0218685,12,268
2018/3/12,4,1874,0.016343866,0.034102962,12,269
2018/3/12,5,1874,0.004737158,0.031333145,12,270
2018/3/12,6,1874,0.007351331,0.130794072,12,271
2018/3/12,7,1874,0.009851474,0.037334846,12,272
2018/3/12,8,1874,0.003911686,0.01820106,12,273
2018/3/12,9,1874,0.008083907,0.033716152,12,274
2018/3/12,10,1874,0.075081769,0.096379782,12,275
2018/3/12,11,1874,0.025265424,0.147523779,12,276
2018/3/12,12,1874,0.014192163,0.168232232,12,277
2018/3/12,13,1874,0.035698379,0.140681735,12,278
2018/3/12,14,1874,0.025776344,0.101509077,12,279
2018/3/12,15,1874,0.021868367,0.303625886,12,280
2018/3/12,16,1874,0.022320531,0.112684551,12,281
2018/3/12,17,1874,0.023644701,0.141633874,12,282
2018/3/12,18,1874,0.013822093,0.170213948,12,283
2018/3/12,19,1874,0.015321116,0.151045234,12,284
2018/3/12,20,1874,0.019509717,0.264432312,12,285
2018/3/12,21,1874,0.014074375,0.141237756,12,286
2018/3/12,22,1874,0.004088742,0.021572672,12,287
2018/3/12,23,1874,0.001681731,0.007090717,12,288
2018/3/13,0,1874,0.000904202,0.001693463,13,289
2018/3/13,1,1874,0.001298784,0.014179179,13,290
2018/3/13,2,1874,0.001144329,0.002827091,13,291
2018/3/13,3,1874,0.001395399,0.003661843,13,292
2018/3/13,4,1874,0.000870779,0.001138922,13,293
2018/3/13,5,1874,0.002302757,0.034627532,13,294
2018/3/13,6,1874,0.012802602,0.114721876,13,295
2018/3/13,7,1874,0.014530047,0.093271539,13,296
2018/3/13,8,1874,0.011863788,0.111500937,13,297
2018/3/13,9,1874,0.030457377,0.164603496,13,298
2018/3/13,10,1874,0.018489414,0.376843699,13,299
2018/3/13,11,1874,0.01828231,0.502732212,13,300
2018/3/13,12,1874,0.057882636,0.524307138,13,301
2018/3/13,13,1874,0.016846907,0.131768116,13,302
2018/3/13,14,1874,0.01861851,0.185568647,13,303
2018/3/13,15,1874,0.032960264,0.150674576,13,304
2018/3/13,16,1874,0.03470294,0.098721419,13,305
2018/3/13,17,1874,0.010714368,0.045736074,13,306
2018/3/13,18,1874,0.014729494,0.241895123,13,307
2018/3/13,19,1874,0.010342357,0.089282229,13,308
2018/3/13,20,1874,0.030541621,0.420561608,13,309
2018/3/13,21,1874,0.01786723,0.497806589,13,310
2018/3/13,22,1874,0.004642447,0.179419454,13,311
2018/3/13,23,1874,0.001967825,0.009003835,13,312
2018/3/14,0,1874,0.001063092,0.009162099,14,313
2018/3/14,1,1874,0.000575534,0.004797429,14,314
2018/3/14,2,1874,0.000691376,0.001850379,14,315
2018/3/14,3,1874,0.000550806,0.008311035,14,316
2018/3/14,4,1874,0.00174138,0.019192675,14,317
2018/3/14,5,1874,0.006147057,0.089472137,14,318
2018/3/14,6,1874,0.006023341,0.064376828,14,319
2018/3/14,7,1874,0.011899426,0.104275572,14,320
2018/3/14,8,1874,0.007836143,0.082115924,14,321
2018/3/14,9,1874,0.00772599,0.048545798,14,322
2018/3/14,10,1874,0.013365889,0.080212133,14,323
2018/3/14,11,1874,0.013710155,0.119493524,14,324
2018/3/14,12,1874,0.017352478,0.102598164,14,325
2018/3/14,13,1874,0.010634031,0.13313815,14,326
2018/3/14,14,1874,0.017421696,0.0751258,14,327
2018/3/14,15,1874,0.048195774,0.111050962,14,328
2018/3/14,16,1874,0.018769165,0.057363226,14,329
2018/3/14,17,1874,0.013583836,0.113134647,14,330
2018/3/14,18,1874,0.013012581,0.065050413,14,331
2018/3/14,19,1874,0.065308278,0.393036043,14,332
2018/3/14,20,1874,0.022466744,0.311806274,14,333
2018/3/14,21,1874,0.012723697,0.094634661,14,334
2018/3/14,22,1874,0.005306675,0.038209954,14,335
2018/3/14,23,1874,0.003181183,0.039532559,14,336
2018/3/15,0,1874,0.0033538,0.032621912,15,337
2018/3/15,1,1874,0.003346864,0.029905842,15,338
2018/3/15,2,1874,0.001633975,0.027322831,15,339
2018/3/15,3,1874,0.002285291,0.03986915,15,340
2018/3/15,4,1874,0.000841369,0.003350711,15,341
2018/3/15,5,1874,0.002269029,0.009597307,15,342
2018/3/15,6,1874,0.005851169,0.037451292,15,343
2018/3/15,7,1874,0.011342358,0.123910658,15,344
2018/3/15,8,1874,0.01349298,0.180681535,15,345
2018/3/15,9,1874,0.006398068,0.023983422,15,346
2018/3/15,10,1874,0.014700317,0.061448625,15,347
2018/3/15,11,1874,0.019675565,0.085482404,15,348
2018/3/15,12,1874,0.013308026,0.083774849,15,349
2018/3/15,13,1874,0.026997985,0.187286106,15,350
2018/3/15,14,1874,0.06131538,0.175866872,15,351
2018/3/15,15,1874,0.021971114,0.091825926,15,352
2018/3/15,16,1874,0.013866144,0.108971497,15,353
2018/3/15,17,1874,0.033701817,0.110359901,15,354
2018/3/15,18,1874,0.013735287,0.132247549,15,355
2018/3/15,19,1874,0.015651177,0.253500224,15,356
2018/3/15,20,1874,0.09179203,0.230333485,15,357
2018/3/15,21,1874,0.009104163,0.104318376,15,358
2018/3/15,22,1874,0.007970457,0.093878356,15,359
2018/3/15,23,1874,0.004533808,0.024742572,15,360
2018/3/16,0,1874,0.002926994,0.013698536,16,361
2018/3/16,1,1874,0.0013967,0.002549159,16,362
2018/3/16,2,1874,0.002839093,0.001584645,16,363
2018/3/16,3,1874,0.000817904,0.001703353,16,364
2018/3/16,4,1874,0.004384062,0.098561559,16,365
2018/3/16,5,1874,0.001124063,0.010861336,16,366
2018/3/16,6,1874,0.004552691,0.01489771,16,367
2018/3/16,7,1874,0.141000604,0.252790709,16,368
2018/3/16,8,1874,0.011911115,0.074818775,16,369
2018/3/16,9,1874,0.014353237,0.087883307,16,370
2018/3/16,10,1874,0.023235424,0.122831264,16,371
2018/3/16,11,1874,0.033015742,0.076870386,16,372
2018/3/16,12,1874,0.007252096,0.018764171,16,373
2018/3/16,13,1874,0.008597208,0.085217152,16,374
2018/3/16,14,1874,0.017183537,0.124598692,16,375
2018/3/16,15,1874,0.03188364,0.066161251,16,376
2018/3/16,16,1874,0.019204079,0.228655115,16,377
2018/3/16,17,1874,0.031889688,0.18701209,16,378
2018/3/16,18,1874,0.029542284,0.079360115,16,379
2018/3/16,19,1874,0.015394261,0.202940069,16,380
2018/3/16,20,1874,0.033618359,0.436436152,16,381
2018/3/16,21,1874,0.019471906,0.43910746,16,382
2018/3/16,22,1874,0.011214483,0.275647035,16,383
2018/3/16,23,1874,0.004883254,0.070676642,16,384
2018/3/17,0,1874,0.003014407,0.035126277,17,385
2018/3/17,1,1874,0.00124327,0.004727969,17,386
2018/3/17,2,1874,0.006021952,0.034912666,17,387
2018/3/17,3,1874,0.002908535,0.022723163,17,388
2018/3/17,4,1874,0.001541907,0.01715334,17,389
2018/3/17,5,1874,0.001622558,0.007982158,17,390
2018/3/17,6,1874,0.005227818,0.093710083,17,391
2018/3/17,7,1874,0.011801314,0.08470777,17,392
2018/3/17,8,1874,0.038857434,0.156726718,17,393
2018/3/17,9,1874,0.048034816,0.140555342,17,394
2018/3/17,10,1874,0.048609594,0.111614309,17,395
2018/3/17,11,1874,0.034771537,0.332014897,17,396
2018/3/17,12,1874,0.183146834,0.165529653,17,397
2018/3/17,13,1874,0.096197175,0.202662355,17,398
2018/3/17,14,1874,0.030767626,0.131885044,17,399
2018/3/17,15,1874,0.027552907,0.056114899,17,400
2018/3/17,16,1874,0.033757723,0.110658647,17,401
2018/3/17,17,1874,0.012332274,0.197642244,17,402
2018/3/17,18,1874,0.015065838,0.037726509,17,403
2018/3/17,19,1874,0.053977047,0.198213034,17,404
2018/3/17,20,1874,0.013246016,0.123299068,17,405
2018/3/17,21,1874,0.006608209,0.098127222,17,406
2018/3/17,22,1874,0.003129549,0.012786335,17,407
2018/3/17,23,1874,0.001216754,0.012455867,17,408
2018/3/18,0,1874,0.002221246,0.017018877,18,409
2018/3/18,1,1874,0.000955824,0.002304905,18,410
2018/3/18,2,1874,0.00133474,0.004292594,18,411
2018/3/18,3,1874,0.003310433,0.087283413,18,412
2018/3/18,4,1874,0.001112747,0.009671808,18,413
2018/3/18,5,1874,0.001549109,0.01257245,18,414
2018/3/18,6,1874,0.003119837,0.021962688,18,415
2018/3/18,7,1874,0.011783027,0.179478827,18,416
2018/3/18,8,1874,0.007957052,0.123795416,18,417
2018/3/18,9,1874,0.010659712,0.058806281,18,418
2018/3/18,10,1874,0.018265722,0.413127339,18,419
2018/3/18,11,1874,0.065290884,0.11270176,18,420
2018/3/18,12,1874,0.017793096,0.036949619,18,421
2018/3/18,13,1874,0.046830668,0.100314426,18,422
2018/3/18,14,1874,0.085308853,0.269250343,18,423
2018/3/18,15,1874,0.030999102,0.145492297,18,424
2018/3/18,16,1874,0.063864666,0.147921335,18,425
2018/3/18,17,1874,0.025257683,0.062723466,18,426
2018/3/18,18,1874,0.009021327,0.197214604,18,427
2018/3/18,19,1874,0.012754211,0.348054323,18,428
2018/3/18,20,1874,0.015608616,0.807182202,18,429
2018/3/18,21,1874,0.006712872,0.164396029,18,430
2018/3/18,22,1874,0.003820198,0.014850588,18,431
2018/3/18,23,1874,0.001346108,0.002987347,18,432
2018/3/19,0,1874,0.000834213,0.002082974,19,433
2018/3/19,1,1874,0.000448489,0.001106545,19,434
2018/3/19,2,1874,0.000805923,0.001374948,19,435
2018/3/19,3,1874,0.000468556,0.00053114,19,436
2018/3/19,4,1874,0.000811372,0.005213634,19,437
2018/3/19,5,1874,0.002434543,0.032042815,19,438
2018/3/19,6,1874,0.006651282,0.137130906,19,439
2018/3/19,7,1874,0.009377666,0.085027999,19,440
2018/3/19,8,1874,0.007781629,0.09039576,19,441
2018/3/19,9,1874,0.008874467,0.05444085,19,442
2018/3/19,10,1874,0.026869539,0.127789879,19,443
2018/3/19,11,1874,0.023616456,0.316454298,19,444
2018/3/19,12,1874,0.034657261,0.161610726,19,445
2018/3/19,13,1874,0.039244491,0.092373978,19,446
2018/3/19,14,1874,0.005406497,0.037346335,19,447
2018/3/19,15,1874,0.023048239,0.30283433,19,448
2018/3/19,16,1874,0.014373276,0.105045128,19,449
2018/3/19,17,1874,0.009394778,0.050711044,19,450
2018/3/19,18,1874,0.011422269,0.152083535,19,451
2018/3/19,19,1874,0.018388734,0.170913016,19,452
2018/3/19,20,1874,0.030087506,0.088641784,19,453
2018/3/19,21,1874,0.017019925,0.084935188,19,454
2018/3/19,22,1874,0.001734711,0.006201388,19,455
2018/3/19,23,1874,0.001196973,0.005046098,19,456
2018/3/20,0,1874,0.001127622,0.013570183,20,457
2018/3/20,1,1874,0.000412477,0.000721786,20,458
2018/3/20,2,1874,0.00356289,0.035803613,20,459
2018/3/20,3,1874,0.002142169,0.0847279,20,460
2018/3/20,4,1874,0.000792749,0.002304107,20,461
2018/3/20,5,1874,0.002752933,0.020439556,20,462
2018/3/20,6,1874,0.008134444,0.080559735,20,463
2018/3/20,7,1874,0.020097324,0.065874428,20,464
2018/3/20,8,1874,0.012701855,0.154449598,20,465
2018/3/20,9,1874,0.055405809,0.110024957,20,466
2018/3/20,10,1874,0.008617678,0.071348922,20,467
2018/3/20,11,1874,0.050108098,0.038080167,20,468
2018/3/20,12,1874,0.029076804,0.125591977,20,469
2018/3/20,13,1874,0.014252978,0.086445004,20,470
2018/3/20,14,1874,0.009545126,0.146482331,20,471
2018/3/20,15,1874,0.016404417,0.047960803,20,472
2018/3/20,16,1874,0.020597754,0.063728279,20,473
2018/3/20,17,1874,0.019841508,0.087001997,20,474
2018/3/20,18,1874,0.009107451,0.076776814,20,475
2018/3/20,19,1874,0.011848203,0.10656633,20,476
2018/3/20,20,1874,0.013763198,0.35377595,20,477
2018/3/20,21,1874,0.009207738,0.768789055,20,478
2018/3/20,22,1874,0.004695963,0.121651891,20,479
2018/3/20,23,1874,0.003937643,0.010679246,20,480
2018/3/21,0,1874,0.001029541,0.001765091,21,481
2018/3/21,1,1874,0.000792966,0.002617141,21,482
2018/3/21,2,1874,0.000981087,0.001295945,21,483
2018/3/21,3,1874,0.001907207,0.015236197,21,484
2018/3/21,4,1874,0.002008195,0.013045808,21,485
2018/3/21,5,1874,0.003994647,0.032783751,21,486
2018/3/21,6,1874,0.005301696,0.02913782,21,487
2018/3/21,7,1874,0.028669599,0.08856371,21,488
2018/3/21,8,1874,0.016349106,0.229983581,21,489
2018/3/21,9,1874,0.00783338,0.119469707,21,490
2018/3/21,10,1874,0.017205112,0.196917809,21,491
2018/3/21,11,1874,0.010255285,0.069175325,21,492
2018/3/21,12,1874,0.072362231,0.159456243,21,493
2018/3/21,13,1874,0.045105733,0.151930964,21,494
2018/3/21,14,1874,0.021044295,0.197041403,21,495
2018/3/21,15,1874,0.034669699,0.205926188,21,496
2018/3/21,16,1874,0.010186418,0.096609173,21,497
2018/3/21,17,1874,0.011642627,0.085701975,21,498
