Date,Time,Cell_num,Upload,Download,Day
2018/3/4,13,3,0.44442606,3.377169647,4
2018/3/4,14,3,0.505737152,4.029986563,4
2018/3/4,15,3,0.561634035,3.477298899,4
2018/3/4,16,3,0.571980648,3.119459743,4
2018/3/4,17,3,0.445748549,3.273876143,4
2018/3/4,18,3,0.354951019,2.548906841,4
2018/3/4,19,3,0.338701782,2.273800478,4
2018/3/4,20,3,0.400924578,2.071830168,4
2018/3/4,21,3,0.247044563,1.949766178,4
2018/3/4,22,3,0.220170116,0.994986467,4
2018/3/4,23,3,0.179337387,0.692800655,4
2018/3/5,0,3,0.116374416,0.418770895,5
2018/3/5,1,3,0.025290976,0.146610298,5
2018/3/5,2,3,0.024724569,0.11498868,5
2018/3/5,3,3,0.021778851,0.283672094,5
2018/3/5,4,3,0.464748783,0.149295034,5
2018/3/5,5,3,0.014533014,0.11268878,5
2018/3/5,6,3,0.07076889,0.532320623,5
2018/3/5,7,3,0.277631626,2.173524141,5
2018/3/5,8,3,0.49447196,4.413791418,5
2018/3/5,9,3,0.649870234,4.664150705,5
2018/3/5,10,3,0.557351484,3.516445723,5
2018/3/5,11,3,0.531190872,3.375872087,5
2018/3/5,12,3,0.5968435,3.912938299,5
2018/3/5,13,3,0.572,4.136586246,5
2018/3/5,14,3,0.627684851,3.561246786,5
2018/3/5,15,3,0.537871075,3.808101158,5
2018/3/5,16,3,0.499840479,3.790294466,5
2018/3/5,17,3,0.535480318,3.500381613,5
2018/3/5,18,3,0.652013865,4.569126902,5
2018/3/5,19,3,0.448459997,3.509474583,5
2018/3/5,20,3,0.380910234,3.123625622,5
2018/3/5,21,3,0.326850777,2.856357327,5
2018/3/5,22,3,0.248905993,1.736210394,5
2018/3/5,23,3,0.14215415,0.927222853,5
2018/3/6,0,3,0.076288757,0.499465456,6
2018/3/6,1,3,0.018614283,0.143922768,6
2018/3/6,2,3,0.020289516,0.106465521,6
2018/3/6,3,3,0.008017807,0.036799507,6
2018/3/6,4,3,0.014594679,0.125223179,6
2018/3/6,5,3,0.016348705,0.138813381,6
2018/3/6,6,3,0.074120789,0.587126808,6
2018/3/6,7,3,0.26844348,2.109583282,6
2018/3/6,8,3,0.556555815,4.894857635,6
2018/3/6,9,3,0.698962517,4.512499638,6
2018/3/6,10,3,0.651497459,4.849782219,6
2018/3/6,11,3,0.540243664,3.484776134,6
2018/3/6,12,3,0.683916483,4.608159561,6
2018/3/6,13,3,0.606190987,4.302815418,6
2018/3/6,14,3,0.593220329,3.867624111,6
2018/3/6,15,3,0.580753212,4.454567308,6
2018/3/6,16,3,0.572790918,3.748792982,6
2018/3/6,17,3,0.721455545,5.247549629,6
2018/3/6,18,3,0.749664373,5.413544827,6
2018/3/6,19,3,0.477321196,3.664368734,6
2018/3/6,20,3,0.401799126,2.902682896,6
2018/3/6,21,3,0.391148386,2.629435863,6
2018/3/6,22,3,0.25516345,3.136108561,6
2018/3/6,23,3,0.159994593,3.175645609,6
2018/3/7,0,3,0.076532183,2.148959999,7
2018/3/7,1,3,0.034548874,0.309366913,7
2018/3/7,2,3,0.009487982,0.040581932,7
2018/3/7,3,3,0.011850719,0.103830099,7
2018/3/7,4,3,0.016196785,0.130682306,7
2018/3/7,5,3,0.014098177,0.061089506,7
2018/3/7,6,3,0.085457211,0.405187178,7
2018/3/7,7,3,0.24195837,2.414748535,7
2018/3/7,8,3,0.528971357,4.115194454,7
2018/3/7,9,3,0.602,3.98,7
2018/3/7,10,3,0.663167763,3.840674038,7
2018/3/7,11,3,0.696759653,4.154985437,7
2018/3/7,12,3,0.652392941,4.808204622,7
2018/3/7,13,3,0.61988987,5.227280445,7
2018/3/7,14,3,0.619570618,4.360237274,7
2018/3/7,15,3,0.65585248,3.896184483,7
2018/3/7,16,3,0.600547466,3.916385155,7
2018/3/7,17,3,0.641693935,4.835893545,7
2018/3/7,18,3,0.746730804,5.055369244,7
2018/3/7,19,3,0.539161243,4.375919962,7
2018/3/7,20,3,0.485317612,2.403136415,7
2018/3/7,21,3,0.56132823,2.422507734,7
2018/3/7,22,3,0.261073666,1.94854022,7
2018/3/7,23,3,0.224321203,1.254687891,7
2018/3/8,0,3,0.085613861,0.555917807,8
2018/3/8,1,3,0.03547617,0.185844193,8
2018/3/8,2,3,0.013962317,0.073086796,8
2018/3/8,3,3,0.011255503,0.083379383,8
2018/3/8,4,3,0.007879963,0.082660036,8
2018/3/8,5,3,0.018651085,0.283085136,8
2018/3/8,6,3,0.074880447,0.772221384,8
2018/3/8,7,3,0.304780445,2.306642017,8
2018/3/8,8,3,0.545629492,4.583390121,8
2018/3/8,9,3,0.666484022,4.784258528,8
2018/3/8,10,3,0.729423246,5.05284337,8
2018/3/8,11,3,0.616,3.94572403,8
2018/3/8,12,3,0.676880741,5.470129747,8
2018/3/8,13,3,0.693048735,5.173326864,8
2018/3/8,14,3,0.668461447,4.85843091,8
2018/3/8,15,3,0.683926268,4.166176453,8
2018/3/8,16,3,0.647275143,3.866443844,8
2018/3/8,17,3,0.653797035,5.245306854,8
2018/3/8,18,3,0.64252615,5.437379303,8
2018/3/8,19,3,0.683,4.729662008,8
2018/3/8,20,3,0.451335936,3.442468491,8
2018/3/8,21,3,0.569021788,2.435058165,8
2018/3/8,22,3,0.456800947,2.503072338,8
2018/3/8,23,3,0.263729534,1.433531694,8
2018/3/9,0,3,0.127274055,0.949890013,9
2018/3/9,1,3,0.036115026,0.329626923,9
2018/3/9,2,3,0.063697596,0.809932432,9
2018/3/9,3,3,0.032669277,1.159996271,9
2018/3/9,4,3,0.012779903,0.502253542,9
2018/3/9,5,3,0.013502598,0.347512636,9
2018/3/9,6,3,0.090707722,0.922046041,9
2018/3/9,7,3,0.262959347,2.534064856,9
2018/3/9,8,3,0.555121174,4.24415287,9
2018/3/9,9,3,0.660946503,4.120355415,9
2018/3/9,10,3,0.688,4.98,9
2018/3/9,11,3,0.715555372,5.423721991,9
2018/3/9,12,3,0.678606272,4.759702597,9
2018/3/9,13,3,0.604001789,3.939373798,9
2018/3/9,14,3,0.64970643,3.98155859,9
2018/3/9,15,3,0.616255474,4.173539095,9
2018/3/9,16,3,0.62524456,3.806525288,9
2018/3/9,17,3,0.704087763,4.280171375,9
2018/3/9,18,3,0.787755365,4.917145653,9
2018/3/9,19,3,0.513753386,4.68236186,9
2018/3/9,20,3,0.503035688,3.357570124,9
2018/3/9,21,3,0.456874571,3.24,9
2018/3/9,22,3,0.376589708,2.142639637,9
2018/3/9,23,3,0.396988039,1.425716105,9
2018/3/10,0,3,0.137542944,0.754731474,10
2018/3/10,1,3,0.09014267,0.783480768,10
2018/3/10,2,3,0.021403131,0.113612671,10
2018/3/10,3,3,0.016175728,0.249864187,10
2018/3/10,4,3,0.015845728,0.066156273,10
2018/3/10,5,3,0.022832594,0.153202572,10
2018/3/10,6,3,0.044614954,0.42575305,10
2018/3/10,7,3,0.183682079,2.047058287,10
2018/3/10,8,3,0.374612007,3.657632589,10
2018/3/10,9,3,0.555436373,3.786251001,10
2018/3/10,10,3,0.633234873,4.478837976,10
2018/3/10,11,3,0.700228596,4.416582918,10
2018/3/10,12,3,0.717625856,4.819983349,10
2018/3/10,13,3,0.736883421,5.226673107,10
2018/3/10,14,3,0.753066168,4.740898676,10
2018/3/10,15,3,0.651244307,5.046151819,10
2018/3/10,16,3,0.697,5.38,10
2018/3/10,17,3,0.653841763,4.209352283,10
2018/3/10,18,3,0.532971516,3.63025857,10
2018/3/10,19,3,0.619407368,3.688844118,10
2018/3/10,20,3,0.551453352,3.383270988,10
2018/3/10,21,3,0.334017935,2.617536077,10
2018/3/10,22,3,0.353276234,3.023901224,10
2018/3/10,23,3,0.312332973,1.274521017,10
2018/3/11,0,3,0.20089468,1.087203083,11
2018/3/11,1,3,0.167395897,0.606533327,11
2018/3/11,2,3,0.027886686,0.139911928,11
2018/3/11,3,3,0.01529357,0.09215519,11
2018/3/11,4,3,0.012931328,0.043613367,11
2018/3/11,5,3,0.01081336,0.092496033,11
2018/3/11,6,3,0.048984451,0.251393967,11
2018/3/11,7,3,0.121594925,0.930003328,11
2018/3/11,8,3,0.288753023,2.433679943,11
2018/3/11,9,3,0.377895098,3.261741619,11
2018/3/11,10,3,0.639442244,4.638169546,11
2018/3/11,11,3,0.742457933,4.675817671,11
2018/3/11,12,3,0.642790403,4.599179869,11
2018/3/11,13,3,0.663,4.82,11
2018/3/11,14,3,0.649859228,4.75389596,11
2018/3/11,15,3,0.624494734,4.379142179,11
2018/3/11,16,3,0.607030516,4.280064545,11
2018/3/11,17,3,0.574163322,3.82587492,11
2018/3/11,18,3,0.46945363,3.601970978,11
2018/3/11,19,3,0.428567181,2.979202108,11
2018/3/11,20,3,0.408163147,2.822435398,11
2018/3/11,21,3,0.312281408,1.965593052,11
2018/3/11,22,3,0.264658203,1.172229128,11
2018/3/11,23,3,0.126619959,0.67494627,11
2018/3/12,0,3,0.067676811,0.545197363,12
2018/3/12,1,3,0.060001822,0.225986567,12
2018/3/12,2,3,0.045910988,0.191966419,12
2018/3/12,3,3,0.022504988,0.143684368,12
2018/3/12,4,3,0.010020523,0.066604891,12
2018/3/12,5,3,0.026918716,0.351171112,12
2018/3/12,6,3,0.088837833,1.048604698,12
2018/3/12,7,3,0.260597162,2.339101677,12
2018/3/12,8,3,0.551314802,3.997474346,12
2018/3/12,9,3,0.570937262,3.951786699,12
2018/3/12,10,3,0.781039505,4.282782192,12
2018/3/12,11,3,0.599106321,3.867231951,12
2018/3/12,12,3,0.672,4.25,12
2018/3/12,13,3,0.674460802,5.078864841,12
2018/3/12,14,3,0.780724669,4.82005909,12
2018/3/12,15,3,0.735743065,3.858957834,12
2018/3/12,16,3,0.616008015,4.293621025,12
2018/3/12,17,3,0.709365273,4.624233198,12
2018/3/12,18,3,0.726,4.873276424,12
2018/3/12,19,3,0.638,3.8,12
2018/3/12,20,3,0.536602621,3.107235012,12
2018/3/12,21,3,0.458921957,2.454945126,12
2018/3/12,22,3,0.344529467,1.439561234,12
2018/3/12,23,3,0.218186436,1.466270084,12
2018/3/13,0,3,0.093336344,1.143713427,13
2018/3/13,1,3,0.0439,0.377571077,13
2018/3/13,2,3,0.02143877,0.216183558,13
2018/3/13,3,3,0.026144905,0.255813532,13
2018/3/13,4,3,0.014798689,0.225133114,13
2018/3/13,5,3,0.018162146,0.127988653,13
2018/3/13,6,3,0.091890421,0.627410345,13
2018/3/13,7,3,0.255555515,2.384320526,13
2018/3/13,8,3,0.586599035,4.709227724,13
2018/3/13,9,3,0.75036994,5.086901503,13
2018/3/13,10,3,0.77230175,4.455502892,13
2018/3/13,11,3,0.750294399,4.006130037,13
2018/3/13,12,3,0.70065321,4.967484226,13
2018/3/13,13,3,0.689807835,4.910367193,13
2018/3/13,14,3,0.769439163,4.550474796,13
2018/3/13,15,3,0.758514385,5.009961967,13
2018/3/13,16,3,0.703,4.8,13
2018/3/13,17,3,0.745784149,4.951903191,13
2018/3/13,18,3,0.723708706,4.716849556,13
2018/3/13,19,3,0.542873325,4.283784723,13
2018/3/13,20,3,0.568419275,4.808537264,13
2018/3/13,21,3,0.437404451,2.872465448,13
2018/3/13,22,3,0.322634916,1.814261274,13
2018/3/13,23,3,0.239953156,1.81443944,13
2018/3/14,0,3,0.145010805,1.000062714,14
2018/3/14,1,3,0.035956678,0.340318279,14
2018/3/14,2,3,0.027653036,0.539005899,14
2018/3/14,3,3,0.018436127,0.267444534,14
2018/3/14,4,3,0.014848566,0.068605547,14
2018/3/14,5,3,0.019687376,0.13557147,14
2018/3/14,6,3,0.086148767,0.800916348,14
2018/3/14,7,3,0.286128302,2.719051447,14
2018/3/14,8,3,0.615193119,4.365918074,14
2018/3/14,9,3,0.709155912,4.583788853,14
2018/3/14,10,3,0.738090076,4.796898289,14
2018/3/14,11,3,0.6796134,4.142476206,14
2018/3/14,12,3,0.679959154,4.63424531,14
2018/3/14,13,3,0.705349722,4.418005209,14
2018/3/14,14,3,0.668331766,4.905936413,14
2018/3/14,15,3,0.603270845,4.919170713,14
2018/3/14,16,3,0.722412758,4.30844594,14
2018/3/14,17,3,0.722636852,4.609121618,14
2018/3/14,18,3,0.567056074,3.430222712,14
2018/3/14,19,3,0.592279959,3.180386057,14
2018/3/14,20,3,0.468962288,2.869831362,14
2018/3/14,21,3,0.54168745,2.845952396,14
2018/3/14,22,3,0.406865759,2.610123777,14
2018/3/14,23,3,0.239663668,2.02956542,14
2018/3/15,0,3,0.184832811,1.147667284,15
2018/3/15,1,3,0.04977457,0.216531029,15
2018/3/15,2,3,0.0234,0.133,15
2018/3/15,3,3,0.008508778,0.06381073,15
2018/3/15,4,3,0.007571869,0.044784069,15
2018/3/15,5,3,0.01671524,0.134545422,15
2018/3/15,6,3,0.121891718,0.692382097,15
2018/3/15,7,3,0.273,2.31,15
2018/3/15,8,3,0.567649279,4.509251471,15
2018/3/15,9,3,0.356053553,1.790748682,15
2018/3/15,10,3,0.337789345,1.505397615,15
2018/3/15,11,3,0.463400068,2.333702869,15
2018/3/15,12,3,0.630211458,4.162388391,15
2018/3/15,13,3,0.600827875,4.514875813,15
2018/3/15,14,3,0.610449686,4.053597956,15
2018/3/15,15,3,0.651088123,4.608616152,15
2018/3/15,16,3,0.561575565,3.77166153,15
2018/3/15,17,3,0.717082167,4.655554476,15
2018/3/15,18,3,0.723211679,5.107334623,15
2018/3/15,19,3,0.630090399,4.454036388,15
2018/3/15,20,3,0.632084541,3.423983355,15
2018/3/15,21,3,0.426332541,2.869596014,15
2018/3/15,22,3,0.433086758,2.203373184,15
2018/3/15,23,3,0.199650059,1.57923214,15
2018/3/16,0,3,0.119731178,1.405657463,16
2018/3/16,1,3,0.0468,0.609221649,16
2018/3/16,2,3,0.027647457,0.140395098,16
2018/3/16,3,3,0.0207,0.141,16
2018/3/16,4,3,0.013377819,0.085100527,16
2018/3/16,5,3,0.016736059,0.105390139,16
2018/3/16,6,3,0.185070744,0.874102602,16
2018/3/16,7,3,0.438192768,2.074658432,16
2018/3/16,8,3,0.623070459,4.428027248,16
2018/3/16,9,3,0.708555784,5.087443657,16
2018/3/16,10,3,0.695557365,4.675560579,16
2018/3/16,11,3,0.685479031,3.862238178,16
2018/3/16,12,3,0.653288155,4.423092136,16
2018/3/16,13,3,0.638592653,4.437595463,16
2018/3/16,14,3,0.674602032,4.382546263,16
2018/3/16,15,3,0.684,4.985371151,16
2018/3/16,16,3,0.696114426,4.546823931,16
2018/3/16,17,3,0.699005327,4.396695633,16
2018/3/16,18,3,0.736133566,4.453749886,16
2018/3/16,19,3,0.774586115,5.366420994,16
2018/3/16,20,3,0.566428738,3.989658403,16
2018/3/16,21,3,0.429595757,2.913210144,16
2018/3/16,22,3,0.313664589,2.437007675,16
2018/3/16,23,3,0.269497252,0.89011735,16
2018/3/17,0,3,0.10940773,0.576990213,17
2018/3/17,1,3,0.061113176,0.272860746,17
2018/3/17,2,3,0.039008551,0.25891901,17
2018/3/17,3,3,0.026237268,0.120137348,17
2018/3/17,4,3,0.025898008,0.142167721,17
2018/3/17,5,3,0.023630238,0.109100952,17
2018/3/17,6,3,0.049403687,0.318196468,17
2018/3/17,7,3,0.223,1.55,17
2018/3/17,8,3,0.461072044,2.999382057,17
2018/3/17,9,3,0.726070395,3.449259806,17
2018/3/17,10,3,0.698519793,4.587391758,17
2018/3/17,11,3,0.754556274,4.481110344,17
2018/3/17,12,3,0.826372347,5.085435734,17
2018/3/17,13,3,0.631706991,4.876629915,17
2018/3/17,14,3,0.634543219,4.002433319,17
2018/3/17,15,3,0.548328485,4.316853466,17
2018/3/17,16,3,0.583857489,4.164989243,17
2018/3/17,17,3,0.644235783,4.591269798,17
2018/3/17,18,3,0.504774618,3.72241642,17
2018/3/17,19,3,0.41147686,2.15408679,17
2018/3/17,20,3,0.390536394,2.751440897,17
2018/3/17,21,3,0.318630638,3.517688808,17
2018/3/17,22,3,0.287937164,2.048553352,17
2018/3/17,23,3,0.220932646,1.373392124,17
2018/3/18,0,3,0.124028568,1.112095003,18
2018/3/18,1,3,0.059597921,0.362291956,18
2018/3/18,2,3,0.0274,0.151,18
2018/3/18,3,3,0.034283094,0.086462641,18
2018/3/18,4,3,0.014097748,0.135880604,18
2018/3/18,5,3,0.014762354,0.065623484,18
2018/3/18,6,3,0.038111753,0.244414196,18
2018/3/18,7,3,0.143589077,1.237212086,18
2018/3/18,8,3,0.376942606,3.166190891,18
2018/3/18,9,3,0.489175234,3.662846546,18
2018/3/18,10,3,0.582006083,4.722553244,18
2018/3/18,11,3,0.683249397,5.162887163,18
2018/3/18,12,3,0.661555605,4.544343605,18
2018/3/18,13,3,0.698939714,5.380971413,18
2018/3/18,14,3,0.620241146,4.642251482,18
2018/3/18,15,3,0.645316677,3.798292599,18
2018/3/18,16,3,0.615944939,4.638786278,18
2018/3/18,17,3,0.718,4.55,18
2018/3/18,18,3,0.556745777,4.025609541,18
2018/3/18,19,3,0.435091429,3.196327105,18
2018/3/18,20,3,0.429785843,3.118386946,18
2018/3/18,21,3,0.316903534,1.558778696,18
2018/3/18,22,3,0.40128438,1.653425341,18
2018/3/18,23,3,0.149879446,1.734743414,18
2018/3/19,0,3,0.066754179,1.374746599,19
2018/3/19,1,3,0.025789013,0.236887598,19
2018/3/19,2,3,0.0186,0.178187246,19
2018/3/19,3,3,0.00696063,0.025519629,19
2018/3/19,4,3,0.011281366,0.085221138,19
2018/3/19,5,3,0.018097668,0.060943232,19
2018/3/19,6,3,0.08965251,0.905161743,19
2018/3/19,7,3,0.267,2.467722788,19
2018/3/19,8,3,0.548803053,4.636334553,19
2018/3/19,9,3,0.674400482,4.067082167,19
2018/3/19,10,3,0.70327714,4.08570076,19
2018/3/19,11,3,0.555619307,3.131552019,19
2018/3/19,12,3,0.649703941,4.582764816,19
2018/3/19,13,3,0.634221907,4.245210848,19
2018/3/19,14,3,0.620856314,3.693299255,19
2018/3/19,15,3,0.768123407,3.935342474,19
2018/3/19,16,3,0.640937233,3.51,19
2018/3/19,17,3,0.669,3.64,19
2018/3/19,18,3,0.732522745,4.788798952,19
2018/3/19,19,3,0.606668653,4.090027704,19
2018/3/19,20,3,0.479234838,2.498537598,19
2018/3/19,21,3,0.418796854,2.550666399,19
2018/3/19,22,3,0.373671312,1.921809368,19
2018/3/19,23,3,0.147040367,1.31312171,19
2018/3/20,0,3,0.087669649,1.421270742,20
2018/3/20,1,3,0.036293392,1.202812643,20
2018/3/20,2,3,0.024869385,0.877833052,20
2018/3/20,3,3,0.023103676,0.647614574,20
2018/3/20,4,3,0.010116682,0.034282064,20
2018/3/20,5,3,0.023009062,0.175523415,20
2018/3/20,6,3,0.095792561,0.908423147,20
2018/3/20,7,3,0.27423769,2.233185778,20
2018/3/20,8,3,0.593268509,4.439353094,20
2018/3/20,9,3,0.668798666,4.432049665,20
2018/3/20,10,3,0.673707104,4.153665447,20
2018/3/20,11,3,0.621553526,4.455750151,20
2018/3/20,12,3,0.699777737,5.238503437,20
2018/3/20,13,3,0.670732355,4.998061323,20
2018/3/20,14,3,0.643459082,5.518497782,20
2018/3/20,15,3,0.594041872,4.64215106,20
2018/3/20,16,3,0.651358404,4.992929907,20
2018/3/20,17,3,0.650128908,4.290443621,20
2018/3/20,18,3,0.696746702,5.184097767,20
2018/3/20,19,3,0.562515383,4.052675819,20
2018/3/20,20,3,0.498900003,3.608033037,20
2018/3/20,21,3,0.514630747,2.834747849,20
2018/3/20,22,3,0.416102419,2.501455374,20
2018/3/20,23,3,0.317870445,2.232992983,20
2018/3/21,0,3,0.104821577,1.623573294,21
2018/3/21,1,3,0.04525382,0.215534191,21
2018/3/21,2,3,0.023517761,0.163417902,21
2018/3/21,3,3,0.009473124,0.072176056,21
2018/3/21,4,3,0.009476023,0.138377895,21
2018/3/21,5,3,0.01618186,0.234699802,21
2018/3/21,6,3,0.084621687,0.73134304,21
2018/3/21,7,3,0.271396217,2.167433748,21
2018/3/21,8,3,0.559497976,4.617938757,21
2018/3/21,9,3,0.70627059,4.851582756,21
2018/3/21,10,3,0.716535454,4.57642211,21
2018/3/21,11,3,0.666044044,4.660331211,21
2018/3/21,12,3,0.641354008,4.592793503,21
2018/3/21,13,3,0.654368,5.114595156,21
2018/3/21,14,3,0.653105841,4.516185045,21
2018/3/21,15,3,0.719170055,4.423603668,21
2018/3/21,16,3,0.669302664,4.611523819,21
2018/3/21,17,3,0.718574038,4.632601633,21
2018/3/21,18,3,0.61255765,4.123814306,21
2018/3/21,19,3,0.557521791,4.378061266,21
2018/3/21,20,3,0.471511097,2.9592062,21
2018/3/21,21,3,0.627850218,3.011092882,21
2018/3/21,22,3,0.569165726,1.990614548,21
2018/3/21,23,3,0.214170656,1.826376705,21
2018/3/22,0,3,0.094051523,1.349048548,22
2018/3/22,1,3,0.034989643,0.355846663,22
2018/3/22,2,3,0.019449739,0.122207098,22
2018/3/22,3,3,0.018271952,0.192147903,22
2018/3/22,4,3,0.019767904,0.237529078,22
2018/3/22,5,3,0.022192926,0.096295013,22
2018/3/22,6,3,0.091417999,0.704732656,22
2018/3/22,7,3,0.299408245,2.868852053,22
2018/3/22,8,3,0.530007792,4.708529205,22
2018/3/22,9,3,0.68429554,5.017986078,22
2018/3/22,10,3,0.661230831,3.998369198,22
2018/3/22,11,3,0.72550478,4.157411623,22
2018/3/22,12,3,0.738238163,5.446913376,22
2018/3/22,13,3,0.643516169,4.341048298,22
2018/3/22,14,3,0.619501877,3.828326797,22
2018/3/22,15,3,0.537,3.85,22
2018/3/22,16,3,0.629294491,4.690268707,22
2018/3/22,17,3,0.655174217,4.993023911,22
2018/3/22,18,3,0.380194464,2.681712894,22
2018/3/22,19,3,0.230891953,1.333385429,22
2018/3/22,20,3,0.231371803,1.341319647,22
2018/3/22,21,3,0.178996706,1.115198288,22
2018/3/22,22,3,0.179975882,0.909454842,22
2018/3/22,23,3,0.118325319,0.413181629,22
2018/3/23,0,3,0.046627131,0.323243637,23
2018/3/23,1,3,0.019990406,0.13277751,23
2018/3/23,2,3,0.011661062,0.173833828,23
2018/3/23,3,3,0.005401392,0.009252987,23
2018/3/23,4,3,0.0070753,0.012517958,23
2018/3/23,5,3,0.008236046,0.063577595,23
2018/3/23,6,3,0.044639349,0.267540693,23
2018/3/23,7,3,0.147480392,1.474525366,23
2018/3/23,8,3,0.240155144,1.903693876,23
2018/3/23,9,3,0.274073029,1.911128826,23
2018/3/23,10,3,0.323061075,1.85981245,23
2018/3/23,11,3,0.330692043,2.021965303,23
2018/3/23,12,3,0.422259417,2.30074872,23
2018/3/23,13,3,0.368,2.29,23
2018/3/23,14,3,0.262699156,1.587497787,23
2018/3/23,15,3,0.337082415,1.86590807,23
2018/3/23,16,3,0.362880764,2.163453264,23
2018/3/23,17,3,0.428343,2.599555273,23
2018/3/23,18,3,0.469476957,3.336723595,23
2018/3/23,19,3,0.397732048,2.612000933,23
2018/3/23,20,3,0.296358604,2.036885958,23
2018/3/23,21,3,0.255172119,1.821352797,23
2018/3/23,22,3,0.210950956,1.251460075,23
2018/3/23,23,3,0.127387285,0.983868904,23
2018/3/24,0,3,0.040786552,0.345323257,24
2018/3/24,1,3,0.0256,0.336942816,24
2018/3/24,2,3,0.015690012,0.096427755,24
2018/3/24,3,3,0.015295734,0.05873724,24
2018/3/24,4,3,0.006605749,0.026583223,24
2018/3/24,5,3,0.007531786,0.043253994,24
2018/3/24,6,3,0.026741648,0.260837488,24
2018/3/24,7,3,0.099777727,0.792441587,24
2018/3/24,8,3,0.189183455,1.35251296,24
2018/3/24,9,3,0.22327899,1.813984241,24
